round_num,client_id,is_malicious,was_selected,local_loss,gradient_norm,reputation_score,beta_params
1,26,1,1,1.7660704511584657,250.93496704101562,,"[1, 1]"
1,8,1,1,1.6975820673836601,249.3957061767578,,"[1, 1]"
1,17,0,1,1.1766706396551694,3.920743703842163,,"[1, 1]"
1,13,0,1,1.033733180819488,2.7385809421539307,,"[1, 1]"
1,29,0,1,1.3807369692572231,2.5065314769744873,,"[1, 1]"
1,22,1,1,1.543830353617668,250.39453125,,"[1, 1]"
1,27,0,1,1.7689640197753906,2.471437931060791,,"[1, 1]"
1,9,0,1,1.5954913612206776,2.6903481483459473,,"[1, 1]"
1,4,1,1,1.4956986023320091,250.0152587890625,,"[1, 1]"
1,36,0,1,1.6100288598433785,1.8337854146957397,,"[1, 1]"
2,44,0,1,1.7620570118610674,5.608359336853027,,"[1, 1]"
2,43,0,1,1.7036567183101878,5.381168842315674,,"[1, 1]"
2,40,0,1,1.422188286781311,5.498714447021484,,"[1, 1]"
2,26,1,1,2.1411124236655956,251.0838623046875,,"[1, 2]"
2,37,0,1,1.4706271208249606,6.213334083557129,,"[1, 1]"
2,7,0,1,1.1144063557897295,6.228270053863525,,"[1, 1]"
2,2,0,1,1.455474444952878,6.412826061248779,,"[1, 1]"
2,21,1,1,1.9080245424719418,250.10438537597656,,"[1, 1]"
2,3,0,1,1.606689739227295,5.318507671356201,,"[1, 1]"
2,36,0,1,1.7748964786529542,4.264944553375244,,"[2, 1]"
3,43,0,1,1.5986425841555876,2.2326343059539795,,"[2, 1]"
3,7,0,1,0.9335772680992983,2.9333255290985107,,"[2, 1]"
3,10,0,1,1.8304124033451081,2.1067428588867188,,"[1, 1]"
3,5,0,1,1.6471101587468928,2.8807504177093506,,"[1, 1]"
3,34,0,1,1.4053716142475605,3.242443561553955,,"[1, 1]"
3,46,1,1,1.6688098422118596,250.49807739257812,,"[1, 1]"
3,23,0,1,1.7101172791208539,2.862288236618042,,"[1, 1]"
3,36,0,1,1.6789119544236557,2.003114700317383,,"[2, 2]"
3,2,0,1,1.1568789219314402,2.500763416290283,,"[2, 1]"
3,14,0,1,1.5500745646881335,3.0415916442871094,,"[1, 1]"
4,12,0,1,1.393228793825422,2.6649649143218994,,"[1, 1]"
4,27,0,1,1.6023777751922608,2.576509475708008,,"[2, 1]"
4,5,0,1,1.4208013942747406,2.3998124599456787,,"[2, 1]"
4,47,0,1,0.9195879851516925,2.647113084793091,,"[1, 1]"
4,15,0,1,1.4408521421494023,2.8149683475494385,,"[1, 1]"
4,20,0,1,1.3432995732013995,2.895291805267334,,"[1, 1]"
4,26,1,1,1.6512221863775542,251.24942016601562,,"[1, 3]"
4,16,0,1,1.5850886662801107,2.983797788619995,,"[1, 1]"
4,37,0,1,1.219360647140405,2.9531612396240234,,"[2, 1]"
4,7,0,1,0.8021264984899638,2.733757495880127,,"[3, 1]"
5,11,0,1,1.1554196029901505,3.047734022140503,,"[1, 1]"
5,13,0,1,0.867594415676303,2.674452304840088,,"[2, 1]"
5,27,0,1,1.4657810502052306,2.4247233867645264,,"[3, 1]"
5,9,0,1,1.3820067830880483,2.58713960647583,,"[2, 1]"
5,34,0,1,1.4245123872160912,3.9926164150238037,,"[2, 1]"
5,7,0,1,0.701635909688716,2.6138484477996826,,"[4, 1]"
5,2,0,1,0.8781230758536945,2.555964231491089,,"[3, 1]"
5,37,0,1,1.084128569945311,2.762409210205078,,"[3, 1]"
5,48,0,1,1.2477459567658444,3.3700175285339355,,"[1, 1]"
5,23,0,1,1.4233029048783439,2.7357242107391357,,"[2, 1]"
6,23,0,1,1.3088000743729729,2.7667665481567383,,"[3, 1]"
6,7,0,1,0.6800493911821015,2.703916072845459,,"[5, 1]"
6,43,0,1,1.16868077656802,2.09507417678833,,"[3, 1]"
6,40,0,1,1.0426492175034114,2.910429000854492,,"[2, 1]"
6,9,0,1,1.316614934206009,2.770528554916382,,"[3, 1]"
6,2,0,1,0.7732166637073864,2.204782009124756,,"[4, 1]"
6,37,0,1,1.0476826429367065,2.979132890701294,,"[4, 1]"
6,35,1,1,1.0610369639737265,250.34120178222656,,"[1, 1]"
6,14,0,1,1.1171015750278126,2.7904038429260254,,"[2, 1]"
6,33,0,1,1.1708428745920008,2.152998685836792,,"[1, 1]"
7,33,0,1,1.0759967679327185,2.1616344451904297,,"[1, 2]"
7,16,0,1,1.3203660927712917,3.3136777877807617,,"[2, 1]"
7,7,0,1,0.6581118410339161,3.035961389541626,,"[6, 1]"
7,49,0,1,1.2252116209930843,3.356920003890991,,"[1, 1]"
7,23,0,1,1.203631761414664,2.7967889308929443,,"[4, 1]"
7,45,0,1,0.7959045504885061,2.433577537536621,,"[1, 1]"
7,13,0,1,0.7190361304254067,2.634410858154297,,"[3, 1]"
7,20,0,1,1.140834670800429,3.0023880004882812,,"[2, 1]"
7,40,0,1,0.8910559437956129,2.828691005706787,,"[3, 1]"
7,2,0,1,0.6567645159634676,2.2495203018188477,,"[4, 2]"
8,7,0,1,0.6203198065563124,2.9072060585021973,,"[7, 1]"
8,16,0,1,1.2744945799311003,3.34310245513916,,"[3, 1]"
8,13,0,1,0.6655744849908642,2.7144932746887207,,"[4, 1]"
8,29,0,1,1.0000790725494253,2.86098313331604,,"[2, 1]"
8,37,0,1,0.9572975895343683,3.0782999992370605,,"[5, 1]"
8,21,1,1,1.0215824523392845,249.6482391357422,,"[1, 2]"
8,40,0,1,0.8690545489958355,2.802783966064453,,"[4, 1]"
8,44,0,1,1.008894087947332,2.4858548641204834,,"[2, 1]"
8,24,0,1,0.8628624451882911,2.9060935974121094,,"[1, 1]"
8,14,0,1,0.9471578722650354,2.899916172027588,,"[3, 1]"
9,3,0,1,1.145465476065874,2.7803242206573486,,"[2, 1]"
9,13,0,1,0.6048359785138107,2.7398226261138916,,"[5, 1]"
9,23,0,1,1.1579537190709794,2.995711088180542,,"[5, 1]"
9,15,0,1,1.0397880857990633,2.802849054336548,,"[2, 1]"
9,49,0,1,1.1277358207437727,3.5677297115325928,,"[2, 1]"
9,39,0,1,0.3993616453028823,2.4959254264831543,,"[1, 1]"
9,32,1,1,0.8550850864499807,251.5204620361328,,"[1, 1]"
9,37,0,1,0.8577854813673558,3.0582258701324463,,"[6, 1]"
9,7,0,1,0.5767859803170574,2.961437225341797,,"[8, 1]"
9,12,0,1,1.0759340933391026,2.804398775100708,,"[2, 1]"
10,28,0,1,1.2188185029029845,3.7037301063537598,,"[1, 1]"
10,13,0,1,0.5747884961890011,2.762979030609131,,"[6, 1]"
10,18,0,1,0.7778221021952301,3.862954616546631,,"[1, 1]"
10,7,0,1,0.5142007483511555,2.9249327182769775,,"[9, 1]"
10,37,0,1,0.8001655121644338,3.0622074604034424,,"[7, 1]"
10,20,0,1,1.0271036187807718,3.1081180572509766,,"[3, 1]"
10,14,0,1,0.8659222714828723,2.9428462982177734,,"[4, 1]"
10,12,0,1,1.0184805967126573,2.8560595512390137,,"[3, 1]"
10,30,0,1,1.2176266130279092,2.388218402862549,,"[1, 1]"
10,25,0,1,0.6745778999158314,1.919784426689148,,"[1, 1]"
11,15,0,1,0.9774306608784583,2.948824882507324,,"[3, 1]"
11,7,0,1,0.4986713264669691,2.9399166107177734,,"[10, 1]"
11,12,0,1,0.9084983997685568,2.9420242309570312,,"[4, 1]"
11,14,0,1,0.7726170752987717,2.947840452194214,,"[5, 1]"
11,17,0,1,0.8876668196390657,3.6473660469055176,,"[2, 1]"
11,31,1,1,0.8319723755121231,250.4984893798828,,"[1, 1]"
11,22,1,1,0.7937281376123428,250.63381958007812,,"[1, 2]"
