round_num,client_id,is_malicious,was_selected,local_loss,gradient_norm,reputation_score,beta_params
1,8,0,1,1.6975820673836601,1.4287803173065186,0.5,
1,13,0,1,1.033733180819488,2.7385809421539307,0.5,
1,37,0,1,1.3538987575433192,2.9007225036621094,0.5,
1,31,0,1,1.5244718340727,2.5943453311920166,0.5,
1,3,0,1,1.5420397534966468,2.6134684085845947,0.5,
1,9,0,1,1.5954913612206776,2.6903481483459473,0.5,
1,34,0,1,1.2776844526454807,2.8820390701293945,0.5,
1,21,0,1,1.692577594869277,1.9563279151916504,0.5,
1,32,0,1,1.4586034059524535,1.892473816871643,0.5,
1,7,0,1,0.9228167325866465,2.8626506328582764,0.5,
2,6,0,1,1.62694183960557,2.9055912494659424,0.5,
2,34,0,1,1.2622012940049172,2.9978127479553223,0.575,
2,43,0,1,1.502925377032336,1.8958423137664795,0.5,
2,31,0,1,1.3754488050937652,2.688483238220215,0.575,
2,26,0,1,1.6504915150729094,2.83492374420166,0.5,
2,15,0,1,1.4421927421323715,3.0000898838043213,0.5,
2,37,0,1,1.2357587426136702,3.1006720066070557,0.575,
2,8,0,1,1.5368973917431301,1.5006353855133057,0.3,
2,7,0,1,0.8647213847053294,2.922351598739624,0.575,
2,3,0,1,1.4545928157866002,2.860292434692383,0.575,
3,8,0,1,1.3868670066197712,1.6504237651824951,0.18,
3,22,0,1,1.2220914644002914,2.3720414638519287,0.5,
3,47,0,1,0.9292066793692739,2.8190932273864746,0.5,
3,36,0,1,1.450777504755103,2.1267147064208984,0.5,
3,10,0,1,1.4226550495624541,2.4470160007476807,0.5,
3,15,0,1,1.3266616617479632,3.1156628131866455,0.575,
3,12,0,1,1.3107379807744708,2.814624309539795,0.5,
3,28,0,1,1.3949296109676361,3.9448280334472656,0.5,
3,11,0,1,1.172351383214647,3.323247194290161,0.5,
3,7,0,1,0.8060588092220072,2.9087560176849365,0.6612499999999999,
4,44,0,1,1.1016028550954966,2.473651170730591,0.5,
4,47,0,1,0.7998892661772277,2.924217462539673,0.575,
4,10,0,1,1.2158078515529633,2.5738110542297363,0.575,
4,16,0,1,1.2910729197164377,3.8487532138824463,0.5,
4,18,0,1,0.8468064424292795,4.233821868896484,0.5,
4,15,0,1,1.2012224885725207,3.1364212036132812,0.6612499999999999,
4,24,0,1,0.957742569843928,2.859273910522461,0.5,
4,0,0,1,1.4372779855728148,2.472689390182495,0.5,
4,35,1,1,1.108022237391699,249.77291870117188,0.5,
4,25,1,1,0.9749926660742079,250.3883819580078,0.5,
5,1,0,1,1.1183864715007634,2.8150100708007812,0.5,
5,2,0,1,0.6940784264694561,2.285917282104492,0.5,
5,27,0,1,1.1967457900047302,3.0921425819396973,0.5,
5,7,0,1,0.6687705416460427,3.044891119003296,0.7604374999999998,
5,31,0,1,0.9841927691147878,2.915935754776001,0.6612499999999999,
5,16,0,1,1.194570983449618,3.908012866973877,0.575,
5,49,0,1,1.1131905084406888,4.213526725769043,0.5,
5,45,0,1,0.9070860881890569,2.822458267211914,0.5,
5,33,0,1,1.1280879492109472,2.1973977088928223,0.5,
5,11,0,1,1.0116667007858102,3.4637019634246826,0.575,
6,32,0,1,0.8179072391241788,2.079084873199463,0.3,
6,15,0,1,0.9581764590355658,3.156625747680664,0.7604374999999998,
6,17,0,1,0.8457222356515772,4.342350959777832,0.5,
6,7,0,1,0.6564510932382273,3.138368844985962,0.8745031249999997,
6,36,0,1,1.142643492118172,2.560985803604126,0.575,
6,31,0,1,0.8381580209502807,2.969799518585205,0.7604374999999998,
6,22,0,1,0.8738699850440025,2.48226261138916,0.575,
6,6,0,1,1.1241907350718976,3.513831377029419,0.575,
6,23,1,1,1.0882374935490744,249.2220458984375,0.5,
6,45,0,1,0.8910616959844316,2.794621706008911,0.575,
7,19,0,1,0.7736169453929452,2.324040174484253,0.5,
7,8,0,1,0.749947090446949,1.6795419454574585,0.108,
7,44,0,1,0.9509214476897166,2.6477081775665283,0.575,
7,37,0,1,0.8350243181754381,3.5223467350006104,0.6612499999999999,
7,20,0,1,0.9383906237590007,3.5116355419158936,0.5,
7,46,0,1,1.3228416610331761,4.966048717498779,0.5,
7,39,1,1,0.3585361125829973,250.0644989013672,0.5,
7,40,0,1,0.7424053154672895,3.1752617359161377,0.5,
7,36,0,1,1.0172350702078445,2.7254514694213867,0.6612499999999999,
7,14,0,1,0.8425583420377789,3.2270472049713135,0.5,
8,48,0,1,0.8042727646992561,3.9958395957946777,0.5,
8,37,0,1,0.7382601070098388,3.537485122680664,0.7604374999999998,
8,20,0,1,0.869270500769982,3.6070971488952637,0.575,
8,28,0,1,1.0131081261634827,4.337390422821045,0.3,
8,33,0,1,0.9570201578465375,2.4230310916900635,0.3,
8,3,0,1,0.9901167456060648,3.124072551727295,0.6612499999999999,
8,7,0,1,0.5747837730816432,3.2242014408111572,1.0,
8,36,0,1,0.9484189676201862,2.849900007247925,0.7604374999999998,
8,19,0,1,0.657941094566794,2.332636594772339,0.575,
8,4,0,1,0.8184867468145158,2.3528802394866943,0.5,
9,27,0,1,0.906086183309555,3.252624034881592,0.575,
9,37,0,1,0.6711981692375281,3.7441020011901855,0.8745031249999997,
9,6,0,1,0.8790816056542099,3.704360246658325,0.6612499999999999,
9,1,0,1,0.7439296770554322,3.049790859222412,0.575,
9,30,0,1,0.9300970918991986,2.671349048614502,0.5,
9,40,0,1,0.6615109606300081,3.2057619094848633,0.575,
9,13,0,1,0.5603185854307036,3.1906139850616455,0.575,
9,11,0,1,0.8069706828756766,3.682015895843506,0.6612499999999999,
9,16,0,1,0.9990650698542595,4.334856033325195,0.345,
9,42,1,1,0.5881337289512157,251.06771850585938,0.5,
10,30,0,1,0.8592191171996734,2.7453994750976562,0.3,
10,41,0,1,0.8495670704046885,3.312150716781616,0.5,
10,47,0,1,0.5342352565966154,3.104966402053833,0.6612499999999999,
10,11,0,1,0.7433849953792312,3.8409066200256348,0.7604374999999998,
10,12,0,1,0.8599374113764082,3.376387119293213,0.575,
10,35,1,1,0.7104821216492426,251.855712890625,0.3,
10,15,0,1,0.763168574917701,3.4119808673858643,0.8745031249999997,
10,42,1,1,0.5661001345515251,250.0848846435547,0.3,
10,9,0,1,0.8326024611790975,3.6505777835845947,0.575,
10,24,0,1,0.6072371881116521,3.211975336074829,0.575,
11,27,0,1,0.7555343313217163,3.4107677936553955,0.6612499999999999,
11,17,0,1,0.639369148804861,4.7585344314575195,0.3,
11,10,0,1,0.6864237289130688,2.8031206130981445,0.6612499999999999,
11,29,0,1,0.6318704283442991,3.2152602672576904,0.5,
11,24,0,1,0.544045993279327,3.181711435317993,0.6612499999999999,
11,33,0,1,0.7496670641682365,2.796842098236084,0.345,
11,37,0,1,0.5844501074690085,3.7969284057617188,1.0,
