round_num,client_id,is_malicious,was_selected,local_loss,gradient_norm,reputation_score,beta_params
1,20,1,1,1.4313243141541114,3.0051441192626953,,
1,47,0,1,1.0676761133106132,2.800217390060425,,
1,46,0,1,1.6026199585979892,3.2934658527374268,,
1,39,0,1,0.6534136917246015,2.2789816856384277,,
1,1,0,1,1.613596802491408,2.390584707260132,,
1,43,1,1,1.5511967883390538,1.8370672464370728,,
1,3,1,1,1.5420397534966468,2.6134684085845947,,
1,19,0,1,1.5615715798209695,1.8984729051589966,,
1,38,0,1,1.7412787159283956,1.8906346559524536,,
1,42,1,1,1.3764217460155488,1.9492194652557373,,
2,23,0,1,1.4840677986826216,3.0572187900543213,,
2,16,1,1,1.5212391684452693,3.492330551147461,,
2,13,0,1,0.9195327850376688,2.79345965385437,,
2,2,0,1,1.056545207717202,2.42655873298645,,
2,9,0,1,1.4484702424208322,2.7361154556274414,,
2,8,0,1,1.5173489623599583,1.5809078216552734,,
2,48,0,1,1.2594437052594853,3.6897692680358887,,
2,0,1,1,1.6816320028305054,1.8778599500656128,,
2,35,0,1,1.2701342582702637,2.221125841140747,,
2,28,1,1,1.4864721899032594,3.7274999618530273,,
3,14,0,1,1.0740832964579263,3.114492893218994,,
3,49,1,1,1.1934882369306352,3.9503674507141113,,
3,37,0,1,1.0533875335485507,3.2659077644348145,,
3,6,1,1,1.3406367942690849,3.2552542686462402,,
3,27,1,1,1.3425889363288879,2.851454257965088,,
3,36,1,1,1.3738160936728767,2.2671964168548584,,
3,17,1,1,0.9773075515294776,4.194469928741455,,
3,12,0,1,1.2270553622926985,2.9139888286590576,,
3,32,0,1,0.9707954604178667,2.061324119567871,,
3,45,1,1,1.0980662113144284,2.8750228881835938,,
4,22,0,1,1.046915267109871,2.3374335765838623,,
4,25,1,1,1.0085267867360797,1.878454566001892,,
4,44,1,1,1.1423285745657408,2.379530906677246,,
4,40,0,1,0.9766056759016855,3.0119926929473877,,
4,31,1,1,1.096582706616475,2.779940366744995,,
4,10,0,1,1.249084655046463,2.4568848609924316,,
4,41,1,1,1.285935662984848,2.9727869033813477,,
4,5,0,1,1.2785564888607373,2.8436965942382812,,
4,4,0,1,1.2331651250521343,2.030162811279297,,
4,24,1,1,0.9644053899880611,2.9444985389709473,,
5,33,0,1,1.3050708066333423,2.3615853786468506,,
5,34,0,1,1.3507858255505563,4.439591884613037,,
5,11,0,1,1.0963338589126415,3.3689124584198,,
5,7,0,1,0.7152781144696839,2.9861557483673096,,
5,15,1,1,1.1578848858033457,3.0058958530426025,,
5,18,0,1,0.7953901107968955,4.083830833435059,,
5,30,0,1,1.5893027950735654,2.06211256980896,,
5,26,0,1,1.384794868483688,3.2393360137939453,,
5,21,0,1,1.1899393782896155,2.2731354236602783,,
5,29,1,1,1.1155884615306197,2.7398853302001953,,
6,47,0,1,0.7195502356479042,2.9507744312286377,,
6,42,1,1,0.7922358340024949,2.3747823238372803,,
6,19,0,1,0.962808358669281,2.3098483085632324,,
6,39,0,1,0.46490639318761073,2.5540530681610107,,
6,3,1,1,1.12105898167938,3.0355420112609863,,
6,46,0,1,1.1536290598767145,4.07546854019165,,
6,1,0,1,1.013593240426137,2.8512494564056396,,
6,20,1,1,1.063574310602286,3.3540632724761963,,
6,38,0,1,1.1359261592229208,2.460662603378296,,
6,43,1,1,1.0797690054949591,2.1946444511413574,,
7,2,0,1,0.6697045868093318,2.3562073707580566,,
7,0,1,1,1.1741233217716216,2.716686964035034,,
7,23,0,1,1.0748836668900081,3.41854190826416,,
7,16,1,1,1.1732335809618235,3.9698166847229004,,
7,28,1,1,1.1354417653083801,4.163311004638672,,
7,35,0,1,0.8762203812599182,2.3850533962249756,,
7,8,0,1,0.9520905517869526,1.7281544208526611,,
7,48,0,1,0.9200330355700026,3.8609814643859863,,
7,13,0,1,0.6288929323597652,2.9628257751464844,,
7,9,0,1,1.0859222316741943,3.211113452911377,,
8,37,0,1,0.7938209231847372,3.562957763671875,,
8,17,1,1,0.7886622406104031,4.456226825714111,,
8,49,1,1,0.9681990513095149,4.350012302398682,,
8,14,0,1,0.7412444420836188,3.249025344848633,,
8,6,1,1,1.1161258801817895,3.5083656311035156,,
8,32,0,1,0.6764630993828178,2.2104103565216064,,
8,45,1,1,0.7199374502790826,2.8788373470306396,,
8,27,1,1,1.0393433730602264,3.1783688068389893,,
8,36,1,1,1.0374920456305794,2.8277406692504883,,
8,12,0,1,0.9448889490536281,3.2861545085906982,,
9,22,0,1,0.7641727039217949,2.603212833404541,,
9,5,0,1,1.0019538884813135,3.374786853790283,,
9,10,0,1,0.8460435864329338,2.761044979095459,,
9,25,1,1,0.794653873358454,1.996498942375183,,
9,4,0,1,0.869400629401207,2.324169874191284,,
9,31,1,1,0.8135855796245428,3.0188775062561035,,
9,41,1,1,0.9834908618529637,3.236037492752075,,
9,44,1,1,0.9137990788771556,2.7844974994659424,,
9,24,1,1,0.7489536192381021,3.094792127609253,,
9,40,0,1,0.7499101713725499,3.1295783519744873,,
10,11,0,1,0.8078634270890193,3.6215996742248535,,
10,30,0,1,1.0917257789303274,2.5091612339019775,,
10,21,0,1,0.7369679009213167,2.445918321609497,,
10,29,1,1,0.8228042959139265,3.145585775375366,,
10,18,0,1,0.6320214829568205,4.278470039367676,,
10,26,0,1,1.03329424514915,3.561840534210205,,
10,15,1,1,0.9303001459567778,3.2591614723205566,,
10,33,0,1,0.9535241357304833,2.5604074001312256,,
10,34,0,1,0.9918986073881387,3.5865163803100586,,
10,7,0,1,0.5802928423394962,3.3757526874542236,,
11,3,1,1,0.9262472009286284,3.353764295578003,,
11,39,0,1,0.2986154754253987,2.5391476154327393,,
11,46,0,1,0.9547687160117285,4.853344440460205,,
11,20,1,1,0.8148912304486984,3.8109118938446045,,
11,38,0,1,0.7906891801291042,2.6640284061431885,,
11,43,1,1,0.8809314275489134,2.4872944355010986,,
11,1,0,1,0.7107908222537774,3.0308685302734375,,
11,19,0,1,0.612020940991009,2.388812303543091,,
11,42,1,1,0.6217786156386137,2.5106120109558105,,
11,47,0,1,0.512762879423405,3.0616376399993896,,
12,8,0,1,0.5522880555854903,1.8391000032424927,,
12,2,0,1,0.4642361869527535,2.4345593452453613,,
12,35,0,1,0.6865226615042913,2.6226038932800293,,
12,16,1,1,0.9965701210002105,4.497480869293213,,
12,48,0,1,0.6958368279832474,4.125965118408203,,
12,13,0,1,0.5050380356064657,3.3034918308258057,,
12,23,0,1,0.8208787643909454,3.769974708557129,,
12,28,1,1,0.9397904235124588,4.558231353759766,,
12,0,1,1,1.0350525057315827,3.1352179050445557,,
12,9,0,1,0.8069264156619708,3.4162778854370117,,
