round_num,test_accuracy,test_loss,train_loss,selected_clients,n_byzantine_in_cohort,byzantine_in_cohort_ids,selection_time_ms,avg_train_time_ms,bytes_per_round,selector_state_bytes,selection_peak_mem_bytes
1,0.259400,2.172224,1.414114,"[1, 3, 19, 20, 38, 39, 42, 43, 46, 47]",2,"[38, 46]",0.1076,2747.5731,2510000,2848,1872
2,0.275800,1.860095,1.266995,"[0, 2, 8, 9, 13, 16, 23, 28, 35, 48]",2,"[8, 35]",0.0239,2880.1565,2510000,2848,288
3,0.367700,1.677764,1.056322,"[6, 12, 14, 17, 27, 32, 36, 37, 45, 49]",1,[32],0.0172,2986.2497,2510000,2848,288
4,0.362000,1.857693,0.812610,"[4, 5, 10, 22, 24, 25, 31, 40, 41, 44]",3,"[4, 22, 31]",0.0093,2265.4608,2510000,2848,288
5,0.464500,1.474588,0.813113,"[7, 11, 15, 18, 21, 26, 29, 30, 33, 34]",2,"[21, 26]",0.0072,3119.3152,2510000,2848,288
6,0.461800,1.639345,0.626341,"[1, 3, 19, 20, 38, 39, 42, 43, 46, 47]",2,"[38, 46]",0.0231,2831.6939,2510000,2848,288
7,0.479400,1.506115,0.656792,"[0, 2, 8, 9, 13, 16, 23, 28, 35, 48]",2,"[8, 35]",0.0115,2800.8166,2510000,2848,288
8,0.504300,1.543005,0.622670,"[6, 12, 14, 17, 27, 32, 36, 37, 45, 49]",1,[32],0.0343,3372.3442,2510000,2848,288
9,0.445900,1.862539,0.519282,"[4, 5, 10, 22, 24, 25, 31, 40, 41, 44]",3,"[4, 22, 31]",0.0103,2497.0759,2510000,2848,288
10,0.491800,1.595139,0.564302,"[7, 11, 15, 18, 21, 26, 29, 30, 33, 34]",2,"[21, 26]",0.0134,3338.1603,2510000,2848,288
11,0.488700,1.796051,0.453301,"[1, 3, 19, 20, 38, 39, 42, 43, 46, 47]",2,"[38, 46]",0.0176,2748.2134,2510000,2848,288
12,0.517300,1.634059,0.508488,"[0, 2, 8, 9, 13, 16, 23, 28, 35, 48]",2,"[8, 35]",0.0084,2704.6737,2510000,2848,288
